Titre,Prix,Nombre de pieces,Type,Adresse,Secteur,Surface totale en m^2,Salons,Salles de bain,Etage,Age du bien,Superficie habitable,Frais de syndic / mois,Garage,Securite,Meuble,Climatisation,Chauffage,Parking,Concierge,Piscine,Jardin,Loti,Cuisine equipee,Terrasse,Ascenseur,Balcon
Dar Al Baroud Magasin de 24 m² Marrakech,279000.0,1.0,Magasins, En bord de la rte des remparts pres Bab Ghmate,Sidi Youssef Ben Ali,24.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Amalfi Appartement très haut standing Guéliz,1230000.0,3.0,Appartements, Avenue Hassan II en face de Supratours,Hivernage,78.0,,1,2.0,Neuf/Premiere main,,0,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non
Les Acacias Appartement haut standing à Guéliz,1257500.0,3.0,Appartements, Boulevard Abdelkrim El Khattabi au niveau d''''Amoud,Route de Safi,131.0, 1,1,4.0,Neuf/Premiere main,,0,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non
Atrani Appartement très haut standing Guéliz,1236000.0,3.0,Appartements, Avenue Hassan II en face de Supratours,Hivernage,98.0,,2,2.0,Neuf/Premiere main,,0,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non
Bel appartement à Gueliz,921600.0,3.0,Appartements,,Gueliz,96.0,,,1.0,,,0,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non
Joli appart en plein Gueliz 75m2,650000.0,3.0,Appartements,,Gueliz,75.0,,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement a vendre,580000.0,2.0,Appartements, a cote du petit gare,Khabazat,80.0, 2,1,1.0,Neuf/Premiere main,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non
Maison et villa en Vente à Tanger,1700000.0,5.0,Maisons et Villas, rue 166 ndeg66,El Khair 1,138.0, 2,2,,11-20 ans,138 ,0,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui
3 pièces à Casablanca Errahma proche bus&commerces,340000.0,3.0,Appartements, d''''''''Azemmou,Route d'Azemmour,58.0, 1,1,2.0,1-5 ans,58 ,70,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui
شقة مفروشة,360000.0,2.0,Appartements, ALIRFANE ahamar trik achakar,Ziatene,54.0, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement a vendre,600000.0,2.0,Appartements,,Mimosas,, 1,1,1.0,,84 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Berrechid,5000000.0,7.0,Appartements, 554 etage 03 Hay wafiq Berrechid ,Toute la ville,120.0, 2,1,3.0,1-5 ans ,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à KASBAT AMINE,320000.0,2.0,Appartements, kasbat amine,Lissasfa,50.0, 1,1,0.0,1-5 ans ,50 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à KASBAT AMINE,320000.0,2.0,Appartements, kasbat amine,Lissasfa,50.0, 1,1,0.0,1-5 ans ,50 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison R plus 3 finition top Sidi bernoussi,1350000.0,4.0,Maisons et Villas, bernoussi Mansour 3,Bernoussi,280.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
منزل للبيع,300000.0,3.0,Maisons et Villas, derb mbaso,Centre Ville,70.0, 1,2,,,70 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain à Casablanca,360000.0,,Terrains et Fermes,,Oulfa,7300.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
شقة للبيع,370000.0,2.0,Appartements,,M'Hamid,53.0,,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
مولاي بوسلهام,500000.0,,Terrains et Fermes, mwly bwslhm,Toute la ville,342.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à vendre,540000.0,2.0,Appartements, Angle moulay abdo nouvelle gare kenitra ,Centre,, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement,550000.0,3.0,Appartements, residence Naim,Tabriquet,60.0, 1,1,3.0,,60 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Tanger,1600000.0,4.0,Appartements, avenue bir anzarane Resd Granada etg 5 no 9,Castilla,186.0, 2,3,5.0,11-20 ans,186 ,200,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
très belle maison,860000.0,8.0,Maisons et Villas, a cote le parc sidi mafaa ,Hay El Andalous,100.0, 2,2,,Neuf/Premiere main ,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Tanger Vues sur la mer,950000.0,2.0,Appartements, Vues sur la mer,Malabata,83.0, 1,2,5.0,6-10 ans,83 ,150,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
Villa piscine Souissi les ambassadeurs,13000000.0,5.0,Maisons et Villas, Souissi quartier les ambassadeurs ,Souissi,2000.0, 3,5,,11-20 ans,600 ,0,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Non,Oui
Appartement en Vente à Casablanca,320000.0,4.0,Appartements, qrb trmwy,Bernoussi,60.0,,,1.0,1-5 ans,56 ,50,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
JOLI APPARTEMENT A BOURNAZIL,470000.0,2.0,Appartements, BOULEVARD SAAD BOUEMAA DIAR AL WAFA,Bournazil,60.0, 1,1,2.0,6-10 ans,,30,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement premier etage 67m2 wislane,320000.0,3.0,Appartements, Riad el ghali ouislae,Wislane,67.0, 1,1,1.0,1-5 ans,67 ,30,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui
شقة للبيع بعمارات القروش تمارة,320000.0,2.0,Appartements, `mrt mrs lHyr,Fath el Kheir,53.0, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain à Marrakech,175000.0,,Terrains et Fermes, Ain slim Marrakech ,Amelkis,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
MA JOLIE MAISON (TANAZOUL),240000.0,2.0,Maisons et Villas, MOULAY LAABBAS TASSELTANTE,Route d'Ourika,76.0, 1,2,,1-5 ans,76 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non
ارض فلاحية ممتازة,1200000.0,,Terrains et Fermes, sydy Hjj,Toute la ville,4.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à El Mansouria,1350000.0,5.0,Appartements, Les terrasses ,Toute la ville,140.0, 1,2,3.0,1-5 ans,115 ,3500,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non
Appartement en Vente à Sefrou,430000.0,3.0,Appartements, lrfyf Sfrw,Toute la ville,88.0, 1,2,2.0,11-20 ans,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui
Appartement à Marrakech,350000.0,2.0,Appartements,,Es Saada,, 1,1,4.0,,65 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
ارض مساحتها 5هكتارات للبيع,1750000.0,,Terrains et Fermes, sydy Hjj,Toute la ville,5.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Casablanca,460000.0,2.0,Appartements, Sidi moumen,Sidi Moumen,72.0, 1,1,4.0,,72 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement bien situé à Casablanca,480000.0,2.0,Appartements, Cite panorama AL AZHAR Bernoussi Casablanca,Al Qods,65.0, 1,1,2.0,11-20 ans,59 ,50,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non
شقة للبيع قرب محطة الطرامواي,340000.0,2.0,Appartements,,Sidi Moumen,, 1,1,4.0,1-5 ans ,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Kénitra,440000.0,2.0,Appartements, Alliance Mahdia Kenitra ,Autre secteur,108.0, 1,2,1.0,Neuf/Premiere main,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui
appartement,370000.0,2.0,Appartements, hay Mohamadi chatar 8 n153 app18 agadir,Hay Mohammadi,57.0, 1,1,3.0,,57 ,0,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui
apparemment a vendre,450000.0,7.0,Appartements, lotissement Riyad allaymoune ,Oued Fes,104.0, 2,,2.0,Neuf/Premiere main ,88 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain et ferme en Vente à Béni Mellal,400000.0,,Terrains et Fermes, Borj lhmam ka3a,Toute la ville,200.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
دار للبيع,1400000.0,3.0,Maisons et Villas,,Toute la ville,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Snack en Vente à Agadir,250000.0,2.0,Magasins, Albatoir pres de toutes commodites ,Centre Ville,22.0,,,,,,0,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Agadir,390000.0,3.0,Appartements, bayti sakane,Hay Mohammadi,68.0, 1,1,6.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non
Appartement en Vente à Agadir,890000.0,3.0,Appartements, av des far,Av des Far,, 1,1,1.0,,,0,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non
Appartement haut standing à Settat,1000000.0,4.0,Appartements, bd hassan 2 imm aloine smaala settat,Smaala,138.0, 2,2,3.0,6-10 ans,138 ,100,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui
appartement de 105m ibn battuta mall,1207500.0,3.0,Appartements, avenue youssef ibn tachfine,Centre ville,105.0, 1,3,2.0,6-10 ans,105 ,1,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Oui
Appartement de 57m boukhalef irfan 1,345000.0,2.0,Appartements, boukhalef irfan 1,Centre,57.0, 1,1,4.0,1-5 ans,57 ,1,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui
appartement de 77m aVendre COMPLEXE ALMOSTAKBAL,590000.0,2.0,Appartements,,Ziatene,77.0, 1,1,6.0,6-10 ans,77 ,100,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
Appartement neuf Najd 1,360000.0,3.0,Appartements,,Najd,81.0, 1,2,3.0,Neuf/Premiere main,76 ,0,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui
villa 1044 m² Agdal FES,6600000.0,8.0,Maisons et Villas, Route ain chkef Fes,Agdal,1044.0, 4,5,,21+ ans,650 ,0,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui
appartement a salé tabriquet,520000.0,3.0,Appartements, tabriquet sale,Tabriquet,60.0, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement de 102m aVendre hay hassani,760000.0,3.0,Appartements,,Hay Hassani,102.0, 2,1,3.0,6-10 ans,102 ,1,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui
Terrain en vente à AL HANA 2. Superficie de 153m²,680000.0,,Terrains et Fermes, EL HANA 2 ,Toute la ville,153.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Riad de 275 m2 à Fès Médina,1500000.0,2.0,Maisons et Villas,,Fes Medina,200.0, 3,5,,21+ ans,275 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non
terrain à vendre,370000.0,,Terrains et Fermes, lotissement talhaoui,Route Jerada,128.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement magnifique à said hajji,860000.0,3.0,Appartements, said hajji,Sidi Hajji,, 2,2,4.0,1-5 ans ,137 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain 275 m2 à Fès Ben Souda,725000.0,,Terrains et Fermes, Route ain chkef Fes,Agdal,275.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
Appartement de 66 m2 Marjane,490000.0,3.0,Appartements, residence Marjane,Marjane,65.0, 1,1,2.0,6-10 ans,65 ,150,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non
maison a vendre,380000.0,,Maisons et Villas, laayayda secteur oulfa,Hay Oued Dahab,30.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement de 81m branes 2,770000.0,2.0,Appartements,,Branes 2,81.0, 1,1,1.0,Neuf/Premiere main,81 ,1,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non
Appartement de 68m aVendre,460000.0,2.0,Appartements, zemmouri 3,Zemmouri,68.0, 1,1,3.0,6-10 ans,68 ,1,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement de 86m enface bayt sahafa,740000.0,3.0,Appartements, enface bayt sahafa,Ziatene,86.0, 1,2,5.0,1-5 ans,86 ,1,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non
appartement de 122m enface de wilaya,1281000.0,3.0,Appartements, enface de wilaya,Centre ville,122.0, 2,2,5.0,6-10 ans,122 ,1,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Oui
Magasin en Vente à Rabat,3000000.0,1.0,Magasins,,Agdal,54.0,,0 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement de 144 m2 Moulay Ismail,1224000.0,3.0,Appartements, moulay ismail,Centre ville,144.0, 3,2,2.0,6-10 ans,144 ,1,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Oui
appartement a vendre,360000.0,2.0,Appartements, kasbat amine 2 en face de la mosquee ,Lissasfa,54.0, 1,1,4.0,6-10 ans,52 ,50,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Villas Golf - projet belhaj,2780000.0,5.0,Maisons et Villas, boubana tanger,Du Golf,366.0, 1,4,,Neuf/Premiere main,366 ,0,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui
appartement,570000.0,3.0,Appartements,,Centre Ville,55.0,,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain 344 m2 à Fès Route Ain Chkaf,1400000.0,,Terrains et Fermes, Route ain chkef Fes,Agdal,344.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
terrain agricole a vendre,280000.0,,Terrains et Fermes, azemmour mhaiwla,Toute la ville,4800.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
Maison de 81m aVendre a bir aharchoune,900000.0,,Maisons et Villas, bir aharchoune,Sania,81.0,,,,11-20 ans ,81 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement de 122 m2 Aswak Sallam,890000.0,3.0,Appartements, aswak sallam,Marjane,122.0, 1,1,0.0,1-5 ans,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui
Terrain de 138 m2 à Meknès,340000.0,,Terrains et Fermes, lotissement andalous zahoua,Hamria,138.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
Appartement de 101m aVendre av fes,1010000.0,3.0,Appartements, avenue fes,Centre ville,101.0, 1,2,4.0,1-5 ans,101 ,1,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui
Appartement de 56m boukhalef irfan 2,250000.0,2.0,Appartements, boukhalef irfan 2,Centre,56.0, 1,1,4.0,1-5 ans,56 ,50,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non
Appartement 83 m² au 1er étage,900000.0,2.0,Appartements, ROUTE SIDI MASSOUD SIDI MAAROUF,Sidi Maarouf,83.0, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement à vendre,700000.0,3.0,Appartements, hay chmaou,Hay Chmaou,87.0, 1,1,3.0,6-10 ans,87 ,100,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
طابق السفلي,490000.0,5.0,Maisons et Villas, drb lkhdyr rqm 12,Sidi Youssef Ben Ali,55.0, 0 ,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartements haute standing a vendre 112m&,896000.0,2.0,Appartements,,Toute la ville,112.0, 1,1 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Local Commercial de 19 m2 à Fès Route Ain Chkaf,200000.0,1.0,Magasins, Hay Quaraouyine rte ain chkef FES,Route Ain Chkaf,19.0,,1 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
أرض بمساحة متر للبيع في أوشتام,250000.0,,Terrains et Fermes, Aouchtame Bni Sai,Autre secteur,200.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison a Oujda,720000.0,3.0,Maisons et Villas,,Hay El Qods,80.0,,,,1-5 ans,140 ,0,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
أرض فلاحية 3هـ 75آر سيدي حرازم فاس,1550000.0,,Terrains et Fermes, Route Sidi Harazem FES,Fes Medina,3.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain pour villa de 304m2,960000.0,,Terrains et Fermes, Lotissement les jardins d''''''Yquem ,Toute la ville,304.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
منزل روعة للبيع في البلاندة القصر الكبير,270000.0,4.0,Maisons et Villas, Tryq lrbT qrb mqh~ lkhrwf lblnd@ lqSr lkbyr ,Toute la ville,250.0, 1,,,6-10 ans ,200 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
ECHANGE OU VENTE / TAROUDANT/AGADIR,1500000.0,7.0,Maisons et Villas, DERB CHERIF ,Assarag,130.0, 3,2,,21+ ans,130 ,0,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non
lot terrain titré commercial a vendre,450000.0,,Terrains et Fermes, centre ville,Toute la ville,106.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain de 6000 m2 à Ras El Ma FES,1350000.0,,Terrains et Fermes, Centre Ras El Ma Commune Ain Chkef,Ben Souda,6000.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
شقة للبيع اليانس دارنا مهدية,360000.0,2.0,Appartements, shq@ llby` ,Autre secteur,90.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Magnifique Riad a 400m ange bleu et Charcot,2000000.0,4.0,Maisons et Villas,,Centre,266.0, 3,3,,21+ ans ,200 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Casablanca,160000.0,4.0,Appartements, hay rahma en face souk,Oulfa,64.0, 1,1,2.0,1-5 ans,64 ,1,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison de 204 m2 à Fès Ancienne Médina,1600000.0,7.0,Maisons et Villas, Ziyat fes medina,Fes Medina,204.0, 2,2,,21+ ans,204 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non
Appartement à Casablanca,440000.0,3.0,Appartements, Tacharouk hay walaa,Sidi Moumen,2.0, 1,2,1.0,11-20 ans,,20,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
bel appt à résidence el badr bernoussi,670000.0,2.0,Appartements, residence el badr gh 14 imm 8 n 13,Bernoussi,66.0, 1,2,4.0,1-5 ans,66 ,200,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui
Maison à Berkane,1500000.0,3.0,Maisons et Villas, 6 rue ibn rochd hay bookraa berkane,Toute la ville,156.0, 0,1,,21+ ans ,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
دار للبيع بدرب اللبار حي الساقية الفوقية,470000.0,5.0,Maisons et Villas, dr llby` bdrb llbr lsqy@ lfwqy@,Medina,100.0, 2,1,,21+ ans ,100 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison,6000000.0,,Maisons et Villas, rqm51 'sys znq@ 'yt mlwl,Toute la ville,130.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison de 105 m2 titré a vendre Ouled lahcen,980000.0,4.0,Maisons et Villas,,Ouled Lahcen,105.0, 2,3,,,,0,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui
شقق عصرية للبيع,520000.0,2.0,Appartements, tjzy'@ mrw~,Toute la ville,72.0, 1,1,1.0,Neuf/Premiere main,65 ,0,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui
maison bien située à Hay Mohammadi,1800000.0,8.0,Maisons et Villas, 16 Rue 29 Bloc Riad,Hay Mohammadi,,,,,,180 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement à vendre de 65m,280000.0,2.0,Appartements, immeuble ismaila ap n2 meknes,Marjane 2,65.0, 1,1,0.0,1-5 ans,65 ,50,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à hamria,315000.0,3.0,Appartements, ville nouvell,Hamria,75.0, 1,1,1.0,1-5 ans,68 ,100,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui
duplex a vendre,2395000.0,4.0,Appartements,,Oasis,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Casablanca,700000.0,3.0,Appartements, Oued merzag,Autre secteur,200.0, 1,2,0.0,6-10 ans,200 ,50,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui
Appartement en Vente à Fès,850000.0,3.0,Appartements,,Hay Saada,140.0, 1,2,2.0,1-5 ans,140 ,0,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Immeuble 4 étage à haut salam,2800000.0,11.0,Maisons et Villas, Hate salam secteur 6 masjid kods ,Hay Salam,460.0, 4,5,,11-20 ans,460 ,0,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui
Lot de villa de 330 M2,1100000.0,,Terrains et Fermes, Al Boustane ,Al Boustane,331.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Kénitra new haut standing,640000.0,3.0,Appartements, 5 rue mly abdelhafid res baha 3 ,Mimosas,94.0, 2,1,6.0,1-5 ans,90 ,100,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non
Appartement de 60m² à Martil,300000.0,2.0,Appartements, Lotissement BAHIA MARTIL,Toute la ville,60.0, 1,1,0.0,,55 ,80,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non
Maison et villa en Vente à Casablanca,6000000.0,,Maisons et Villas, Islan Hay Nassim 2,Sidi Maarouf,,,0,,,,0,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui
منزل للبيع بصوكوما 1,1005000.0,1.0,Maisons et Villas, Rue chajarat balah socoma 1,Autre secteur,96.0, 0,0,,,96 ,0,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Apprt 120 m2 très bien situé au maarif,1100000.0,3.0,Appartements, a cote de McDo maarif,Maarif,120.0, 1,2,3.0,11-20 ans,116 ,150,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
ارض محفضة للبيع,340000.0,,Terrains et Fermes, Hy lHjryyn kzny@ Tnj@,Autre secteur,80.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Bureau au centre ville,270000.0,2.0,Bureaux et Plateaux, Angle Av Moulay Abdelaziz et Av Tariq Ibn Ziad,Centre,34.0,,,1.0,,,120,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement 100m à vendre,520000.0,3.0,Appartements, av med V bab fes face au lycee ,Bab Fes,100.0, 1,1,2.0,6-10 ans,100 ,0,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non
منزل بقرية ولاد حمو,300000.0,,Maisons et Villas, mnzl Gyr kml llby` bqry@ wld Hmw,Toute la ville,150.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain à Tanger,420000.0,,Terrains et Fermes, chraka 7da mo9ata3a ,Autre secteur,170.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
دار تجارية ممتازة حي الانبعات,2000000.0,8.0,Maisons et Villas, shr` wd lrmn Hy lnb`t,Hay Inbiat,, 4,4,,Neuf/Premiere main ,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
magasin à vendre,2000000.0,,Magasins, elmadina aljadida ,Al Madina Aljadida,300.0,,,,,,0,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non
Vend magasin neuf,2100000.0,,Magasins, Residence Cheddani Rue de la liberation ,Roches Noires,200.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
